,tokens,id,date,NER_labels,sentiment_labels,categ_labels
837,"['Opinion' '/' 'Edwards' ':' 'Political' 'maturity' 'creates' 'Black'
 'Trump' 'supporters' '{{URL}}' 'via' '{{USERNAME}}']",1322507804901625856,2020-10-31,"['O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'B-group', 'B-corporation', 'O', 'O', 'O', 'O']",neutral,LABEL_0
838,"['Check' 'out' 'this' 'listing' 'I' 'just' 'added' 'to' 'my' '#'
 'Poshmark' 'closet' ':' 'Totes' 'kids' 'Dinosaur' 'animal' 'slippers'
 'new' 'size' '11-12' '.' '{{URL}}' '#' 'shopmycloset' '{@Poshmark@}']",1391391530808594439,2021-05-09,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'I-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product']",neutral,LABEL_3
839,"['Spotify' 'Global' '#' '3' '(-' '1' ')' 'Permission' 'to' 'Dance' '—'
 '6,213,782' '(-' '1.12M' ')' '{@BTS_twt@}' '©' 'BTSChartDailyx' '{{URL}}']",1414187705693523970,2021-07-11,"['B-corporation', 'I-corporation', 'O', 'O', 'O', 'O', 'O', 'B-creative_work', 'I-creative_work', 'I-creative_work', 'O', 'O', 'O', 'O', 'O', 'B-group', 'O', 'B-group', 'O']",neutral,LABEL_3
840,"['Dang' '!!' 'please' 'go' 'check' 'out' 'the' 'homie' '{{USERNAME}}'
 'and' 'his' 'newest' 'dope' 'song' '…”' 'Diamonds' 'Hands' 'Forever' 'He'
 'keeps' 'coming' 'with' 'the' 'heat' '{{URL}}']",1409600384755126280,2021-06-28,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative_work', 'I-creative_work', 'I-creative_work', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
841,"['Black' 'Lives' 'Matter' 'targeting' ""'"" 'racist' 'food' ""brands'"" 'as'
 'Uncle' 'Ben' ""'s"" 'forced' 'to' 'change' 'name' '-' 'Express' '{{URL}}'
 'via' '{@Google News@}']",1406541986040107009,2021-06-20,"['B-group', 'I-group', 'I-group', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product']",negative,LABEL_3
842,"['Breaking' ':' 'Jewish' 'Biden' 'supporters' 'attacked' 'by' 'Pro'
 'Trump' 'mob' '{@Joe Biden@}' 'Oh' 'never' 'mind' 'they' 'were' 'Trump'
 'supporters' 'being' 'attacked' 'by' 'Biden' 'supporters' 'nothing' 'to'
 'see' 'carry' 'on' '.....' '.' '{{URL}}']",1320695765967216642,2020-10-26,"['O', 'O', 'B-group', 'I-person', 'O', 'O', 'O', 'B-group', 'B-person', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",negative,LABEL_0
843,"['Somebody' 'needs' 'to' 'teach' 'Tyler' 'Huntley' 'not' 'to' 'throw' 'so'
 'hard' '.' 'Touch' '.' 'The' 'wind' 'had' 'died' 'down' ',' '{@SNOOP🌹@}']",1350653004417028097,2021-01-17,"['O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person']",neutral,LABEL_1
844,"['Stay' 'safe' 'and' 'enjoy' 'ur' 'late' 'night' 'date' '{@KATH 🐘@}'
 '{@Daniel Padilla@}']",1333016418338553856,2020-11-29,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'B-person']",positive,LABEL_3
845,"['I' 'can' 'appreciate' ""{@Grey's Anatomy@}"" 'so' 'much' '.' '.' 'even'
 'more' 'now' '.' '.' 're' 'watching' 'for' '3rd' 'time' 'from' 'almost'
 'beginning' 'to' 'end' 'bc' 'I' 'FINALLY' 'talked' 'my' 'friend' 'into'
 'watching' '..' '.' 'but' 'looking' 'at' 'the' 'old' 'episodes' 'makes'
 'me' 'loveeee' 'the' 'story' 'line' 'and' 'the' 'NEW' 'episodes' 'bc'
 'its' 'AWESOMELY' 'MADE']",1333197733772091392,2020-11-29,"['O', 'O', 'O', 'B-creative_work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
846,"['NHL' ':' 'Trade' 'targets' '?' 'Best' 'lines' '?' 'The' 'future' 'of'
 'Adam' 'Lowry' ',' 'Paul' 'Stastny' 'and' 'Mark' 'Scheifele' '?' 'Jets'
 'mailbag' '..' '.' '{{URL}}' '{@Murat Ates@}' '{@The Athletic NHL@}']",1366115753217298434,2021-02-28,"['B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'B-person', 'I-person', 'O', 'B-person', 'I-person', 'O', 'B-group', 'O', 'O', 'O', 'O', 'B-person', 'B-product']",neutral,LABEL_1
847,"['These' 'guys' 'are' 'slowly' 'stealing' 'money' 'from' 'the' 'fund'
 'that' 'is' 'set' 'up' 'for' 'Arslan' 'Yousaf' 'Yakob' 'khan' '.' 'All'
 'the' 'thieves' 'are' 'stealing' 'money' 'from' 'it' '!' 'Transferring'
 'money' 'in' 'all' 'directions' 'including' 'many' 'Maltese' 'businesses'
 'n' 'English' 'Islamists' 'and' 'many' 'others' 'Iranians' 'thieves' '.'
 '{@idfonline@}' '{@CIA@}']",1376020154757304320,2021-03-28,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'B-group', 'O', 'O', 'B-corporation', 'B-corporation']",negative,LABEL_0
848,"['UFC' 'boss' 'Dana' 'White' 'has' 'said' 'that' 'Conor' 'McGregor' 'and'
 'Dustin' 'Poirier' 'will' 'meet' 'for' 'a' 'fourth' 'time' 'after'
 'their' 'trilogy' 'fight' 'at' 'the' 'T-Mobile' 'Arena' 'ended' 'early'
 'when' 'the' 'Irishman' 'suffered' 'a' 'broken' 'leg' 'at' 'the' 'end'
 'of' 'the' 'first' 'round' '.' '|' '{@Reuters@}' '{{URL}}']",1414131551663755267,2021-07-11,"['B-corporation', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O']",neutral,LABEL_1
849,"['Disappointing' 'to' 'see' '{@Emily Thornberry@}' 'on' '{@Andrew Marr@}'
 'saying' 'the' 'UK' 'ca' 'n’t' 'rejoin' 'the' 'EU' 'because' 'of' 'the'
 'euro' 'and' 'Schengen' 'without' 'at' 'least' 'offering' 'EFTA' '/'
 'EEA' 'and' 'a' 'customs' 'union' 'as' 'an' 'alternative' '.']",1404012271416877058,2021-06-13,"['O', 'O', 'O', 'B-person', 'O', 'B-person', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",negative,LABEL_2
850,"['Vile' 'Joe' 'Biden' 'supporters' '.' '‘' 'Racism' 'Lives' 'Here' '‘' ':'
 'Trump' 'Supporters' 'Targeted' 'in' 'Coronado' 'with' 'Rogue' 'Yard'
 'Signs' '{{URL}}' 'via' '{@Breitbart News@}']",1321992623763193861,2020-10-30,"['O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product']",negative,LABEL_2
851,"['Bradford' 'City' 'are' 'unchanged' 'for' 'the' 'second' 'time' 'under'
 'Trueman' '/' 'Sellars' '.' 'Same' 'bench' 'as' 'well' '.' 'Hornby' ','
 'FCD' ',' 'POC' ',' 'AOC' ',' 'Wood' ',' 'Sutton' ',' 'Watt' ',' 'Clarke'
 ',' 'Cooke' ',' 'Evans' ',' 'Rowe' '.' 'Bench' ':' 'Huffer' ',' 'Canavan'
 ',' 'Donaldson' ',' 'Stevens' ',' 'French' ',' 'Burrell' '&' 'Scales' '.'
 '#' 'bcafc' '{{USERNAME}}']",1354126743184035841,2021-01-26,"['B-group', 'I-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-person', 'O', 'B-person', 'O', 'B-person', 'O', 'B-person', 'O', 'B-person', 'O', 'B-person', 'O', 'B-person', 'O', 'B-person', 'O', 'I-person', 'O', 'B-person', 'O', 'O', 'O', 'B-person', 'O', 'B-person', 'O', 'I-person', 'O', 'B-person', 'O', 'I-person', 'O', 'B-person', 'O', 'I-person', 'O', 'O', 'O', 'O']",neutral,LABEL_1
852,"['So' 'blessed' 'today' 'to' 'have' '2' 'wonderfully' 'talented' ','
 'committed' 'and' 'passionate' 'young' 'mums' 'say' 'YES' 'to' 'to'
 'representing' 'our' 'parish' 'as' 'Deanery' 'Synod' 'reps' '.'
 'Enthusiastic' 'to' 'build' 'healthy' 'and' 'sustainable' 'churches'
 '{{USERNAME}}']",1360948588063375363,2021-02-14,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_0
853,"['Two' 'ways' 'of' 'cheating' 'in' 'baseball' '.' 'Being' 'the' 'dodgers'
 'or' 'being' 'the' 'Astros' ',' 'at' 'least' '{@Clayton Kershaw@}' 'will'
 'get' 'his' 'well' 'deserved' 'ring' '.']",1320211531863330818,2020-10-25,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",neutral,LABEL_1
854,"['.' '{@Marco Rubio@}' 'Says' '1' '/' '6' 'Commission' 'Requests' 'for'
 'Subpoenas' 'Will' 'Be' 'Tool' 'to' ""'"" 'Damage' ""Republicans'"" 'or' 'a'
 'necessary' 'means' 'to' 'show' 'Americans' 'that' 'Republicans' 'refuse'
 'to' 'defend' 'Democracy' 'out' 'of' 'bizarre' 'allegiance' 'to' 'a'
 'former' 'occupant' 'of' 'the' 'White' 'House' '.' '{{URL}}']",1396283775944904704,2021-05-23,"['O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'O', 'O']",negative,LABEL_3
855,"['Reply' 'to' '{{USERNAME}}' 'I' '’m' 'sorry' 'for' 'the' 'bad' 'Naruto'
 '’s' 'voice' '.' 'I' 'did' 'the' 'best' 'as' 'I' 'can' '.' '#' 'fyp' '#'
 'JYProFamRequest' '#' 'famrequest' '#' 'Naruto' '#' 'Narutorun' '#'
 'anime' '{{URL}}']",1347722677788659719,2021-01-09,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative_work', 'O', 'B-creative_work', 'O', 'O', 'O']",neutral,LABEL_3
856,"['mitm' 'is' 'so' 'close' 'to' '10m' 'pls' 'stream'
 '{@TOMORROW X TOGETHER@}']",1378678432872030210,2021-04-04,"['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group']",positive,LABEL_3
857,"['Michael' 'Chandler' 'vs' 'Charles' 'Oliveira' 'Live' 'Stream' 'Charles'
 'Oliveira' 'vs' 'Michael' 'Chandler' 'free' 'stream' 'online' 'UFC' '262'
 'Lightweight' 'Some' 'minutes' 'to' 'go' '.' '.' '.' '.' 'WATCH' 'LIVE'
 'via' '{{USERNAME}}' 'WATCH' 'LIVE' 'via' '{{USERNAME}}']",1393774609846214658,2021-05-16,"['B-person', 'I-person', 'O', 'B-person', 'I-person', 'O', 'O', 'B-person', 'I-person', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'B-event', 'I-event', 'I-event', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",neutral,LABEL_1
858,"['I' 'am' 'adding' 'tweets' 'na' 'lang' 'po' 'sa' 'pinned' 'thread'
 'about' 'Kumu' 'to' 'help' 'more' ',' 'I' 'really' 'love' 'to' 'share'
 'my' 'knowledge' 'sa' 'app' 'hanggat' 'kaya' ':' 'D' 'I' 'hope' 'I'
 'helped' 'a' 'lot' ':' 'D' 'Laban' ""A'Tin"" '!' 'So' 'Sino' 'na' 'nagtry'
 'MagLIVE' '?' '{@SB19 Official 🇵🇭@}' '#' 'SB19']",1406579506551296000,2021-06-20,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'B-group', 'O', 'B-group']",positive,LABEL_3
859,"['Murphy' 'to' 'Cripps' '..' '.' 'the' 'Blues' 'need' 'a' 'goal' '.' 'He'
 'looks' 'for' 'a' 'target' '.' 'He' 'kicks' 'it' 'to' 'the' 'pocket' '..'
 '.' 'well' ',' 'the' 'way' 'Higgins' 'is' 'playing' 'today' 'he' '’s'
 'closer' 'to' 'teething' 'than' 'retiring' '!' 'What' 'a' 'fantastic'
 'mark' ',' '{{USERNAME}}' '!']",1397641790291955720,2021-05-26,"['B-person', 'O', 'B-person', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_1
860,"['Earning' 'gift' 'cards' 'for' 'selling' 'my' 'stuff' 'on' '{@Listia@}'
 '!' 'Join' 'me' 'using' 'code' '""' 'BTWYDD' '""' 'for' 'an' 'extra' '250'
 'PTS' '.' 'I' 'just' 'listed' 'this' ':' 'Mermaid' 'Necklace' '{{URL}}']",1307770566783447044,2020-09-20,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'O']",positive,LABEL_3
861,"['I' 'will' 'die' 'on' 'this' 'hill' '.' '{{USERNAME}}' ""'"" 's' 'win'
 'today' 'is' 'worthy' 'of' 'a' 'playoff' 'waiver' '.' 'It' 'validates'
 'the' 'ENTIRE' 'Weekly' 'Series' 'system' 'by' 'having' 'the' 'reigning'
 'Div' '.' 'I' 'champion' 'be' 'able' 'to' 'capitalize' 'on' 'a' 'shot'
 'in' 'Xfinity' '.' 'Without' 'healthy' 'grassroots' ',' 'the' 'national'
 'series' 'suffers' '.' '#' 'NASCAR']",1381334156760780811,2021-04-11,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-event', 'I-event', 'I-event', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-event', 'O', 'O', 'O', 'O', 'O', 'O', 'B-event', 'O', 'O', 'O', 'O', 'B-corporation']",positive,LABEL_1
862,"['#' 'PhillyGUNViolence' ':' 'Hear' 'from' 'the' 'PHILLY' 'people' 'on'
 'the' 'ground' ':' 'To' 'stop' 'Philly' 'gun' 'violence' ',' 'officials'
 'should' 'put' 'their' 'money' 'where' 'their' 'mouth' 'is' ','
 'protesters' 'say' '{{URL}}' 'via' '{@Billy Penn@}']",1376170149359742981,2021-03-28,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person']",neutral,LABEL_3
863,"['Click' 'the' 'link' 'to' '#' 'win' 'a' '$' '250' 'Amazon' 'Gift' 'Card'
 'from' '{{USERNAME}}' '#' 'giveaway' '#' 'sweepstakes' '#' 'Competition'
 'Enter' 'daily' '!' '{{URL}}']",1307710206860697600,2020-09-20,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
864,"['#' 'briarchapel' 'neighbors' '-' 'we' '’re' 'delivering' 'bagels' 'next'
 'week' '!' 'Order' 'online' 'by' 'noon' 'on' 'Thursday' ',' 'and' 'meet'
 'the' '{{USERNAME}}' 'in' 'Great' 'Meadow' 'Park' 'on' 'Friday' 'to'
 'pick' 'up' '.' 'Be' 'sure' 'to' 'grab' 'some' 'delicious' 'coffee' '!!'
 '=' '{{URL}}']",1358353699165196289,2021-02-07,"['O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
865,"['Debuting' 'our' 'new' 'feature' 'series' '!' 'We' ""'re"" 'checking' 'in'
 'with' 'the' 'guys' 'to' 'provide' 'a' 'sense' 'of' 'what' 'they' ""'ve""
 'been' 'up' 'to' ',' 'how' 'they' ""'re"" 'tackling' 'the' 'offseason' '&'
 'more' '.' ""'"" 'Checking' 'In' ""'"" 'with' '#' 'Flyers' '/#' 'LVPhantoms'
 'forward' 'Connor' 'Bunnaman' '.' '{{USERNAME}}' '{{USERNAME}}' '{{URL}}']",1330540220207558661,2020-11-22,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'O', 'B-group', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O']",neutral,LABEL_1
866,"['Check' 'out' 'my' 'new' 'album' '""' 'Volume' 'Máximo' 'Vol' '.' '01' '""'
 'distributed' 'by' '{@DistroKid@}' 'and' 'live' 'on' 'Apple' 'Music' '!'
 '{{URL}}']",1428320730035408899,2021-08-19,"['O', 'O', 'O', 'O', 'O', 'O', 'B-creative_work', 'I-creative_work', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'B-product', 'I-product', 'O', 'O']",neutral,LABEL_3
867,"['The' 'fact' 'that' '90' '%' 'of' 'my' 'timeline' 'is' 'post' 'about' '#'
 'NWAEmpowerrr' 'brings' 'me' 'joy' '.' 'The' 'fact' 'that' '100' '%' 'of'
 'those' 'posts' 'are' 'nothing' 'but' 'positive' 'makes' 'it' 'even'
 'better' '.' 'Great' 'job' '{@NWA@}' '{@Mickie James~Aldis@}' '&'
 'everyone' 'else' 'involved']",1431858054941888519,2021-08-29,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-event', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'B-person', 'O', 'O', 'O', 'O']",positive,LABEL_3
868,"['Dynamite' '-' '{@LeBron James@}' '(' 'LEBRON' ')' 'Butter' '-'
 '{@Usher Raymond IV@}' 'Permission' 'to' 'dance' '-' '{@Elton John@}' '('
 'Elton' 'John' ')' 'Who' ""'s"" 'next' '?' '{@BTS_twt@}']",1414100844966866944,2021-07-11,"['B-creative_work', 'O', 'B-person', 'O', 'O', 'O', 'B-creative_work', 'O', 'B-person', 'B-creative_work', 'I-creative_work', 'I-creative_work', 'O', 'B-person', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'B-group']",neutral,LABEL_3
869,"['Kicked' 'the' 'hornets' 'nest' 'and' 'made' 'my' 'thoughts' 'known' 'on'
 '{@TradingView@}' 'with' '#' 'BTC' ',' '#' 'dogecoin' 'and' 'the' 'rest'
 '.' 'Remember' 'that' 'not' 'having' 'any' 'concept' 'of' 'risk'
 'management' 'does' ""n't"" 'make' 'you' 'a' 'HODLer' 'or' 'an' 'investor'
 '.' 'It' 'makes' 'you' 'a' 'rube' 'and' 'the' 'market' 'will' 'eat' 'you'
 '.' '{{URL}}']",1396553995993305094,2021-05-23,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",negative,LABEL_3
870,"['Matthew' 'Sweet' '-' 'I' ""'ve"" 'Been' 'Waiting' '{{URL}}' 'via'
 '{@YouTube@}' '2nd' 'single' 'from' 'Girlfriend' 'later' 'ended' 'up'
 'as' 'part' 'of' 'an' 'AT' '&' 'T' 'ad' '-' 'I' ""'ve"" 'Been' 'Waiting'
 '-' 'Matthew' 'Sweet' '#' 'WIRUDBSPOTLIGHTMATTHEWSWEET']",1429290257921495044,2021-08-22,"['B-person', 'I-person', 'O', 'B-creative_work', 'I-creative_work', 'I-creative_work', 'I-creative_work', 'O', 'O', 'B-product', 'O', 'O', 'O', 'B-creative_work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'B-corporation', 'B-corporation', 'O', 'O', 'B-creative_work', 'I-creative_work', 'I-creative_work', 'I-creative_work', 'O', 'B-person', 'I-person', 'O', 'O']",neutral,LABEL_3
871,"['Deoband' ""'s"" 'value' 'increased' '58' 'feet' 'high' 'tricolor' 'was'
 'touching' 'the' 'sky' 'Happy' 'Independence' 'Day' 'to' 'all' 'the'
 'workers' '.' '#देवबंद_में_तिरंगा' '{@Swatantra Dev Singh@}']",1426869855248994307,2021-08-15,"['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-event', 'I-event', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person']",positive,LABEL_2
872,"['NEW' 'BOOK' ':' 'The' 'Street-wise' 'Guide' 'to' 'the' 'Devil' 'and'
 'His' 'Works' 'by' 'Stephen' 'Davies' '{{URL}}' 'via' '{@Amazon.co.uk@}']",1364513866319859715,2021-02-24,"['O', 'O', 'O', 'O', 'O', 'I-creative_work', 'I-creative_work', 'I-creative_work', 'I-creative_work', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'B-corporation']",neutral,LABEL_3
873,"['Game' '1' ':' '{@UCLA W. Basketball@}' 'beats' 'Cal' '✅' 'Game' '2' ':'
 '{@UCLA Men’s Basketball@}' 'vs' 'Ohio' 'State' 'Game' '3' ':'
 '{@UCLA Football@}' 'vs' 'Stanford']",1340415356406415390,2020-12-19,"['O', 'O', 'O', 'B-group', 'O', 'B-group', 'O', 'O', 'O', 'O', 'B-group', 'O', 'B-group', 'I-group', 'O', 'O', 'O', 'B-group', 'O', 'B-group']",neutral,LABEL_1
874,"['{{URL}}' '{{USERNAME}}' 'has' 'become' 'one' 'of' 'my' 'new' 'favorite'
 'channels' 'and' 'I' 'ca' ""n't"" 'help' 'it' 'but' '-' 'STONKS' '!']",1396370541087531009,2021-05-23,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
875,"['ICE' 'TRAE' 'IS' 'TOO' 'MUCH' '4-0' 'vs' 'Tyceno' 'when' 'keife' 'was'
 'delayed' '{{USERNAME}}' 'just' 'the' 'greatest']",1398906962964844544,2021-05-30,"['B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_2
876,"['I' 'love' 'you' 'guys' 'so' 'much' '{@Stray Kids@}' 'Thank' 'you' 'for'
 'being' 'my' 'source' 'of' 'happiness' 'and' 'the' 'reason' 'i' 'keep'
 'going' 'on' 'and' 'thank' 'you' 'for' 'make' 'us' '(' 'stays' ')' 'as'
 'one' 'of' 'your' 'source' 'happiness' 'and' 'the' 'reason' 'you' 'work'
 'hard']",1421802826808717314,2021-08-01,"['O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
877,"['NEW' 'MUSIC' 'OUT' 'NOW' 'By' ':' '{{USERNAME}}' 'Song' 'Title' '#'
 'Familiar' 'itunes' ':' '{{URL}}']",1330390546557374464,2020-11-22,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",neutral,LABEL_3
878,"['Excited' 'for' '{@Xbox@}' '&' '{@Square Enix@}' 'show' 'today' '.' 'We'
 'will' 'be' 'live' 'streaming' 'the' 'full' 'show' '.' 'See' 'you'
 'later' 'on' '{{URL}}']",1404104911428673539,2021-06-13,"['O', 'O', 'B-product', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
